reporting_entity_name_in_network_files,provider_group_id,provider_group_id_type,sub_npi,negotiation_arrangement,billing_code,billing_code_type,billing_code_name,billing_code_modifier,negotiated_type,negotiated_rate,billing_class,provider_name,provider_city,provider_state,provider_zip_code
Blue Cross and Blue Shield of Texas,753198291,ein,1912952698,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Awareness Health Consultants,Houston,TX,77089
Blue Cross and Blue Shield of Texas,753198291,ein,1912952698,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Awareness Health Consultants,Houston,TX,77089
UnitedHealthcare Insurance Company,753210435,ein,1972566933,ffs,15777,CPT,IMPLNT BIO IMPLNT FOR SOFT TISSUE REINFORCEMENT,,negotiated,398.95,professional,Kernersville Primary Care,Kernersville,NC,27284
UnitedHealthcare Insurance Company,753210435,ein,1972566933,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,negotiated,1206.08,professional,Kernersville Primary Care,Kernersville,NC,27284
UnitedHealthcare Insurance Company,753210435,ein,1972566933,ffs,33249,CPT,INSJ//RPLCMT PERM DFB W//TRNSVNS LDS 1//DUAL CHMBR,,negotiated,1687.54,professional,Kernersville Primary Care,Kernersville,NC,27284
UnitedHealthcare Insurance Company,753210435,ein,1972566933,ffs,77373,CPT,STEREOTACTIC BODY RADIATION DELIVERY,,negotiated,2293.84,professional,Kernersville Primary Care,Kernersville,NC,27284
UnitedHealthcare Insurance Company,753210435,ein,1972566933,ffs,36522,CPT,PHOTOPHERESIS EXTRACORPOREAL,,negotiated,3847.36,professional,Kernersville Primary Care,Kernersville,NC,27284
Blue Cross and Blue Shield of Texas,753222951,ein,1548472384,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Maia Danielson,Harlingen,TX,78550
Blue Cross and Blue Shield of Texas,753222951,ein,1548472384,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Maia Danielson,Harlingen,TX,78550
Blue Cross and Blue Shield of Texas,753227117,ein,1073657318,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Syed J Umer,San Antonio,TX,78251
Blue Cross and Blue Shield of Texas,753227117,ein,1073657318,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Syed J Umer,San Antonio,TX,78251
UnitedHealthcare Insurance Company,753229934,ein,1740475508,ffs,15777,CPT,IMPLNT BIO IMPLNT FOR SOFT TISSUE REINFORCEMENT,,negotiated,450.22,professional,Grace Niklas,Hingham,MA,2043
UnitedHealthcare Insurance Company,753229934,ein,1740475508,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,negotiated,1381.21,professional,Grace Niklas,Hingham,MA,2043
UnitedHealthcare Insurance Company,753229934,ein,1740475508,ffs,33249,CPT,INSJ//RPLCMT PERM DFB W//TRNSVNS LDS 1//DUAL CHMBR,,negotiated,1914.84,professional,Grace Niklas,Hingham,MA,2043
UnitedHealthcare Insurance Company,753229934,ein,1740475508,ffs,77373,CPT,STEREOTACTIC BODY RADIATION DELIVERY,,negotiated,2708.53,professional,Grace Niklas,Hingham,MA,2043
UnitedHealthcare Insurance Company,753229934,ein,1740475508,ffs,36522,CPT,PHOTOPHERESIS EXTRACORPOREAL,,negotiated,4322.4,professional,Grace Niklas,Hingham,MA,2043
Blue Cross and Blue Shield of Texas,753231646,ein,1710167986,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Anitha R Gowda Mdpa,Sugar Land,TX,77479
Blue Cross and Blue Shield of Texas,753231646,ein,1972534113,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,209.5,professional,Anitha Gowda,Sugar Land,TX,77479
Blue Cross and Blue Shield of Texas,753231646,ein,1710167986,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Anitha R Gowda Mdpa,Sugar Land,TX,77479
Blue Cross and Blue Shield of Texas,753231646,ein,1972534113,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,639.23,professional,Anitha Gowda,Sugar Land,TX,77479
Blue Cross and Blue Shield of Texas,753231646,ein,1972534113,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,893.98,professional,Anitha Gowda,Sugar Land,TX,77479
Blue Cross and Blue Shield of Texas,753231646,ein,1972534113,ffs,36522,CPT,PHOTOPHERESIS,,negotiated,2052.09,professional,Anitha Gowda,Sugar Land,TX,77479
UnitedHealthcare Insurance Company,753238133,ein,1689692501,ffs,15777,CPT,IMPLNT BIO IMPLNT FOR SOFT TISSUE REINFORCEMENT,,negotiated,239.11,professional,Franciscan Health Indianapolis,Greenwood,IN,46143
UnitedHealthcare Insurance Company,753238133,ein,1689692501,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,negotiated,734.86,professional,Franciscan Health Indianapolis,Greenwood,IN,46143
UnitedHealthcare Insurance Company,753238133,ein,1689692501,ffs,77373,CPT,STEREOTACTIC BODY RADIATION DELIVERY,,negotiated,932.76,professional,Franciscan Health Indianapolis,Greenwood,IN,46143
UnitedHealthcare Insurance Company,753238133,ein,1689692501,ffs,33249,CPT,INSJ//RPLCMT PERM DFB W//TRNSVNS LDS 1//DUAL CHMBR,,negotiated,1267.26,professional,Franciscan Health Indianapolis,Greenwood,IN,46143
UnitedHealthcare Insurance Company,753238133,ein,1689692501,ffs,36522,CPT,PHOTOPHERESIS EXTRACORPOREAL,,negotiated,1960.83,professional,Franciscan Health Indianapolis,Greenwood,IN,46143
Blue Cross and Blue Shield of Texas,753243324,ein,1518146935,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Polina Kaloyanova,Dallas,TX,75230
Blue Cross and Blue Shield of Texas,753243324,ein,1518146935,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Polina Kaloyanova,Dallas,TX,75230
Blue Cross and Blue Shield of Texas,753259407,ein,1023287158,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Concord Clinic,Austin,TX,78757
Blue Cross and Blue Shield of Texas,753259407,ein,1023287158,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Concord Clinic,Austin,TX,78757
Blue Cross and Blue Shield of Texas,753260762,ein,1124202601,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Critical Care Emergency Medicine,Miami,FL,33133
Blue Cross and Blue Shield of Texas,753260762,ein,1124202601,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Critical Care Emergency Medicine,Miami,FL,33133
Blue Cross and Blue Shield of Texas,756000439,ein,1992753222,ffs,470,CPT,ANESTH REMOVAL OF RIB,,negotiated,231.8,professional,John Peter Smith Hospital,Fort Worth,TX,76104
Blue Cross and Blue Shield of Texas,756000439,ein,1992753222,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,269.8,professional,John Peter Smith Hospital,Fort Worth,TX,76104
Blue Cross and Blue Shield of Texas,756000602,ein,1851326607,ffs,36522,CPT,PHOTOPHERESIS,,negotiated,160.87,professional,Joseph Davis,Nacogdoches,TX,75961
Blue Cross and Blue Shield of Texas,756000602,ein,1215968748,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Memorial Hospital,Nacogdoches,TX,75961
Blue Cross and Blue Shield of Texas,756000602,ein,1215968748,ffs,470,CPT,ANESTH REMOVAL OF RIB,,negotiated,231.8,professional,Memorial Hospital,Nacogdoches,TX,75961
Blue Cross and Blue Shield of Texas,756000602,ein,1215968748,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,269.8,professional,Memorial Hospital,Nacogdoches,TX,75961
Blue Cross and Blue Shield of Texas,756000602,ein,1396855243,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,360.38,professional,Abraham Goldfarb,Lufkin,TX,75904
Blue Cross and Blue Shield of Texas,756000602,ein,1093131476,ffs,455,MS-DRG,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC MCC,,per diem,400,institutional,Southwest Ltc Bonner,Jacksonville,TX,75766
Blue Cross and Blue Shield of Texas,756000602,ein,1093131476,ffs,470,MS-DRG,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,,per diem,400,institutional,Southwest Ltc Bonner,Jacksonville,TX,75766
Blue Cross and Blue Shield of Texas,756000602,ein,1093131476,ffs,928,MS-DRG,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC MCC,,per diem,400,institutional,Southwest Ltc Bonner,Jacksonville,TX,75766
Blue Cross and Blue Shield of Texas,756000602,ein,1396855243,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,1099.58,professional,Abraham Goldfarb,Lufkin,TX,75904
Blue Cross and Blue Shield of Texas,756000602,ein,1396855243,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,1537.79,professional,Abraham Goldfarb,Lufkin,TX,75904
Blue Cross and Blue Shield of Texas,756000608,ein,1699959569,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,City Of Midland,Midland,TX,79703
Blue Cross and Blue Shield of Texas,756000608,ein,1699959569,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,City Of Midland,Midland,TX,79703
Blue Cross and Blue Shield of Texas,756000714,ein,1255415188,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,City Of Wichita Falls,Wichita Falls,TX,76301
Blue Cross and Blue Shield of Texas,756000714,ein,1255415188,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,City Of Wichita Falls,Wichita Falls,TX,76301
Blue Cross and Blue Shield of Texas,756000873,ein,1073624136,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Collin County Health Care Services,Mckinney,TX,75069
Blue Cross and Blue Shield of Texas,756000873,ein,1073624136,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Collin County Health Care Services,Mckinney,TX,75069
Blue Cross and Blue Shield of Texas,756000920,ein,1124136932,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,274.81,professional,Denton County Health Department,Denton,TX,76205
Blue Cross and Blue Shield of Texas,756000920,ein,1124136932,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,838.51,professional,Denton County Health Department,Denton,TX,76205
Blue Cross and Blue Shield of Texas,756000920,ein,1124136932,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,1172.68,professional,Denton County Health Department,Denton,TX,76205
Blue Cross and Blue Shield of Texas,756001161,ein,1659416006,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,County Of Sterling,Sterling City,TX,76951
Blue Cross and Blue Shield of Texas,756001161,ein,1659416006,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,County Of Sterling,Sterling City,TX,76951
Blue Cross and Blue Shield of Texas,756001170,ein,1619265121,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,274.81,professional,County Of Tarrant,Fort Worth,TX,76104
Blue Cross and Blue Shield of Texas,756001170,ein,1619265121,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,838.51,professional,County Of Tarrant,Fort Worth,TX,76104
Blue Cross and Blue Shield of Texas,756001170,ein,1619265121,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,1172.68,professional,County Of Tarrant,Fort Worth,TX,76104
Blue Cross and Blue Shield of Texas,756001193,ein,1588672448,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,County Of Ward,Monahans,TX,79756
Blue Cross and Blue Shield of Texas,756001193,ein,1164430039,ffs,928,MS-DRG,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC MCC,,per diem,250,institutional,Ward Memorial Hospital,Monahans,TX,79756
Blue Cross and Blue Shield of Texas,756001193,ein,1588672448,ffs,470,CPT,ANESTH REMOVAL OF RIB,,negotiated,274.5,professional,County Of Ward,Monahans,TX,79756
Blue Cross and Blue Shield of Texas,756001193,ein,1588672448,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,319.5,professional,County Of Ward,Monahans,TX,79756
Blue Cross and Blue Shield of Texas,756001193,ein,1871576850,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,905.46,professional,Anthony Sforza,Alpine,TX,79830
Blue Cross and Blue Shield of Texas,756001193,ein,1871576850,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,1266.32,professional,Anthony Sforza,Alpine,TX,79830
Blue Cross and Blue Shield of Texas,756001193,ein,1720096019,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,1643.87,institutional,Ward Memorial Hospital,Monahans,TX,79756
Blue Cross and Blue Shield of Texas,756001193,ein,1720096019,ffs,77373,CPT,SBRT DELIVERY,,negotiated,2549.04,institutional,Ward Memorial Hospital,Monahans,TX,79756
Blue Cross and Blue Shield of Texas,756001193,ein,1720096019,ffs,121,MS-DRG,ACUTE MAJOR EYE INFECTIONS WITH CC MCC,,negotiated,3251.23,institutional,Ward Memorial Hospital,Monahans,TX,79756
Blue Cross and Blue Shield of Texas,756001193,ein,1720096019,ffs,36522,CPT,PHOTOPHERESIS,,negotiated,3492.06,institutional,Ward Memorial Hospital,Monahans,TX,79756
Blue Cross and Blue Shield of Texas,756001193,ein,1720096019,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,4699.14,institutional,Ward Memorial Hospital,Monahans,TX,79756
Blue Cross and Blue Shield of Texas,756001193,ein,1720096019,ffs,470,MS-DRG,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,,negotiated,7869.6,institutional,Ward Memorial Hospital,Monahans,TX,79756
Blue Cross and Blue Shield of Texas,756001193,ein,1720096019,ffs,455,MS-DRG,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC MCC,,negotiated,17942.3,institutional,Ward Memorial Hospital,Monahans,TX,79756
Blue Cross and Blue Shield of Texas,756001193,ein,1720096019,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,41769.31,institutional,Ward Memorial Hospital,Monahans,TX,79756
Blue Cross and Blue Shield of Texas,756001212,ein,1760693170,ffs,455,MS-DRG,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC MCC,,percentage,90,institutional,Yoakum County Hospital,Denver City,TX,79323
Blue Cross and Blue Shield of Texas,756001212,ein,1760693170,ffs,470,MS-DRG,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,,percentage,90,institutional,Yoakum County Hospital,Denver City,TX,79323
Blue Cross and Blue Shield of Texas,756001212,ein,1760693170,ffs,928,MS-DRG,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC MCC,,percentage,90,institutional,Yoakum County Hospital,Denver City,TX,79323
Blue Cross and Blue Shield of Texas,756001212,ein,1760693170,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,percentage,90,professional,Yoakum County Hospital,Denver City,TX,79323
Blue Cross and Blue Shield of Texas,756001212,ein,1760693170,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,percentage,90,institutional,Yoakum County Hospital,Denver City,TX,79323
Blue Cross and Blue Shield of Texas,756001212,ein,1760693170,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,percentage,90,professional,Yoakum County Hospital,Denver City,TX,79323
Blue Cross and Blue Shield of Texas,756001212,ein,1760693170,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,percentage,90,institutional,Yoakum County Hospital,Denver City,TX,79323
Blue Cross and Blue Shield of Texas,756001212,ein,1760693170,ffs,36522,CPT,PHOTOPHERESIS,,percentage,90,professional,Yoakum County Hospital,Denver City,TX,79323
Blue Cross and Blue Shield of Texas,756001212,ein,1760693170,ffs,36522,CPT,PHOTOPHERESIS,,percentage,90,institutional,Yoakum County Hospital,Denver City,TX,79323
Blue Cross and Blue Shield of Texas,756001212,ein,1760693170,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,percentage,90,professional,Yoakum County Hospital,Denver City,TX,79323
Blue Cross and Blue Shield of Texas,756001212,ein,1760693170,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,percentage,90,institutional,Yoakum County Hospital,Denver City,TX,79323
Blue Cross and Blue Shield of Texas,756001212,ein,1760693170,ffs,77373,CPT,SBRT DELIVERY,,percentage,90,professional,Yoakum County Hospital,Denver City,TX,79323
Blue Cross and Blue Shield of Texas,756001212,ein,1760693170,ffs,77373,CPT,SBRT DELIVERY,,percentage,90,institutional,Yoakum County Hospital,Denver City,TX,79323
Blue Cross and Blue Shield of Texas,756001212,ein,1639304769,ffs,470,CPT,ANESTH REMOVAL OF RIB,,negotiated,274.5,professional,Yoakum County Hospital,Denver City,TX,79323
Blue Cross and Blue Shield of Texas,756001212,ein,1619968054,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,346.88,professional,County Of Yoakum,Plains,TX,79355
Blue Cross and Blue Shield of Texas,756001212,ein,1619968054,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,1058.39,professional,County Of Yoakum,Plains,TX,79355
Blue Cross and Blue Shield of Texas,756001212,ein,1619968054,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,1480.19,professional,County Of Yoakum,Plains,TX,79355
Blue Cross and Blue Shield of Texas,756001297,ein,1568454403,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,0,professional,Hereford Regional Medical Center,Hereford,TX,79045
Blue Cross and Blue Shield of Texas,756001297,ein,1568454403,ffs,470,CPT,ANESTH REMOVAL OF RIB,,negotiated,274.5,professional,Hereford Regional Medical Center,Hereford,TX,79045
Blue Cross and Blue Shield of Texas,756001297,ein,1568454403,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,319.5,professional,Hereford Regional Medical Center,Hereford,TX,79045
Blue Cross and Blue Shield of Texas,756001354,ein,1003215401,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,0,institutional,Ut Health North Campus Tyler,Tyler,TX,75708
Aetna Life insurance Company,756001354,ein,1417941295,ffs,785,MS-DRG,CESAREAN SECTION W STERILIZATION W//O CC//MCC,,per diem,1020,institutional,Ut Health North Campus Tyler,Tyler,TX,75708
Blue Cross and Blue Shield of Texas,756001354,ein,1003215401,ffs,77373,CPT,SBRT DELIVERY,,negotiated,2482.06,institutional,Ut Health North Campus Tyler,Tyler,TX,75708
Blue Cross and Blue Shield of Texas,756001354,ein,1003215401,ffs,36522,CPT,PHOTOPHERESIS,,negotiated,6068.18,institutional,Ut Health North Campus Tyler,Tyler,TX,75708
Blue Cross and Blue Shield of Texas,756001354,ein,1003215401,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,7361.44,institutional,Ut Health North Campus Tyler,Tyler,TX,75708
Blue Cross and Blue Shield of Texas,756001354,ein,1003215401,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,50777.89,institutional,Ut Health North Campus Tyler,Tyler,TX,75708
Blue Cross and Blue Shield of Texas,756001727,ein,1972625093,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,0,institutional,Olney Hamilton Hospital,Olney,TX,76374
Blue Cross and Blue Shield of Texas,756001727,ein,1972625093,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,0,professional,Olney Hamilton Hospital,Olney,TX,76374
Blue Cross and Blue Shield of Texas,756001727,ein,1801158787,ffs,470,CPT,ANESTH REMOVAL OF RIB,,negotiated,274.5,professional,Olney Hamilton Hospital,Olney,TX,76374
Blue Cross and Blue Shield of Texas,756001727,ein,1396732939,ffs,455,MS-DRG,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC MCC,,per diem,400,institutional,Olneyhamilton Hospital District,Wichita Falls,TX,76306
Blue Cross and Blue Shield of Texas,756001727,ein,1396732939,ffs,470,MS-DRG,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,,per diem,400,institutional,Olneyhamilton Hospital District,Wichita Falls,TX,76306
Blue Cross and Blue Shield of Texas,756001727,ein,1396732939,ffs,928,MS-DRG,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC MCC,,per diem,400,institutional,Olneyhamilton Hospital District,Wichita Falls,TX,76306
Blue Cross and Blue Shield of Texas,756001727,ein,1801158787,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Olney Hamilton Hospital,Olney,TX,76374
Blue Cross and Blue Shield of Texas,756001727,ein,1992819684,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,1065.25,professional,Edwin Johnson,Fort Worth,TX,76104
Blue Cross and Blue Shield of Texas,756001727,ein,1972625093,ffs,455,MS-DRG,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC MCC,,per diem,1500,institutional,Olney Hamilton Hospital,Olney,TX,76374
Blue Cross and Blue Shield of Texas,756001727,ein,1972625093,ffs,470,MS-DRG,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,,per diem,1500,institutional,Olney Hamilton Hospital,Olney,TX,76374
Blue Cross and Blue Shield of Texas,756001727,ein,1972625093,ffs,928,MS-DRG,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC MCC,,per diem,1500,institutional,Olney Hamilton Hospital,Olney,TX,76374
UnitedHealthcare Insurance Company,756001727,ein,1942425343,ffs,785,MS-DRG,Cesarean Section with Sterilization without CC//MCC,,negotiated,2814,institutional,Olney Hamilton Hospital District,Olney,TX,76374
Blue Cross and Blue Shield of Texas,756001727,ein,1972625093,ffs,77373,CPT,SBRT DELIVERY,,negotiated,3206.12,institutional,Olney Hamilton Hospital,Olney,TX,76374
Blue Cross and Blue Shield of Texas,756001727,ein,1972625093,ffs,36522,CPT,PHOTOPHERESIS,,negotiated,3818.36,institutional,Olney Hamilton Hospital,Olney,TX,76374
Blue Cross and Blue Shield of Texas,756001727,ein,1972625093,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,4833.71,institutional,Olney Hamilton Hospital,Olney,TX,76374
Blue Cross and Blue Shield of Texas,756001727,ein,1972625093,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,32282.64,institutional,Olney Hamilton Hospital,Olney,TX,76374
Blue Cross and Blue Shield of Texas,756001743,ein,1710061023,ffs,178,MS-DRG,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,,percentage,80,institutional,Texas Health Fort Worth,Fort Worth,TX,76104
Blue Cross and Blue Shield of Texas,756001743,ein,1710061023,ffs,455,MS-DRG,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC MCC,,percentage,80,institutional,Texas Health Fort Worth,Fort Worth,TX,76104
Blue Cross and Blue Shield of Texas,756001743,ein,1710061023,ffs,470,MS-DRG,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,,percentage,80,institutional,Texas Health Fort Worth,Fort Worth,TX,76104
Blue Cross and Blue Shield of Texas,756001743,ein,1710061023,ffs,928,MS-DRG,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC MCC,,percentage,80,institutional,Texas Health Fort Worth,Fort Worth,TX,76104
Blue Cross and Blue Shield of Texas,756001743,ein,1710061023,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,percentage,80,institutional,Texas Health Fort Worth,Fort Worth,TX,76104
Blue Cross and Blue Shield of Texas,756001743,ein,1710061023,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,percentage,80,institutional,Texas Health Fort Worth,Fort Worth,TX,76104
Blue Cross and Blue Shield of Texas,756001743,ein,1710061023,ffs,36522,CPT,PHOTOPHERESIS,,percentage,80,institutional,Texas Health Fort Worth,Fort Worth,TX,76104
Blue Cross and Blue Shield of Texas,756001743,ein,1710061023,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,percentage,80,institutional,Texas Health Fort Worth,Fort Worth,TX,76104
Blue Cross and Blue Shield of Texas,756001743,ein,1710061023,ffs,77373,CPT,SBRT DELIVERY,,percentage,80,institutional,Texas Health Fort Worth,Fort Worth,TX,76104
Aetna Life insurance Company,756001743,ein,1336172105,ffs,785,MS-DRG,CESAREAN SECTION W STERILIZATION W//O CC//MCC,,negotiated,11000,institutional,Texas Health Fort Worth,Fort Worth,TX,76104
UnitedHealthcare Insurance Company,756001743,ein,1972637619,ffs,785,MS-DRG,Cesarean Section with Sterilization without CC//MCC,,negotiated,14771,institutional,Texas Health Fort Worth,Fort Worth,TX,76104
UnitedHealthcare Insurance Company,756001743,ein,1972637619,ffs,121,MS-DRG,Acute Major Eye Infections with CC//MCC,,negotiated,33684.46,institutional,Texas Health Fort Worth,Fort Worth,TX,76104
UnitedHealthcare Insurance Company,756001743,ein,1972637619,ffs,178,MS-DRG,Respiratory Infections and Inflammations with CC,,negotiated,34171.08,institutional,Texas Health Fort Worth,Fort Worth,TX,76104
UnitedHealthcare Insurance Company,756001743,ein,1972637619,ffs,470,MS-DRG,Major Hip and Knee Joint Replacement or Reattachment of Lower Extremity without MCC,,negotiated,53763.29,institutional,Texas Health Fort Worth,Fort Worth,TX,76104
UnitedHealthcare Insurance Company,756001743,ein,1972637619,ffs,455,MS-DRG,Combined Anterior and Posterior Spinal Fusion without CC//MCC,,negotiated,135272.54,institutional,Texas Health Fort Worth,Fort Worth,TX,76104
UnitedHealthcare Insurance Company,756001743,ein,1972637619,ffs,928,MS-DRG,Full Thickness Burn with Skin Graft or Inhalation Injury with CC//MCC,,negotiated,184792.03,institutional,Texas Health Fort Worth,Fort Worth,TX,76104
Blue Cross and Blue Shield of Texas,756001753,ein,1184607897,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,0,professional,Haskell Memorial Hospital,Haskell,TX,79521
Blue Cross and Blue Shield of Texas,756001753,ein,1184607897,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Haskell Memorial Hospital,Haskell,TX,79521
Blue Cross and Blue Shield of Texas,756001989,ein,1669543401,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Lubbock Independent School District,Lubbock,TX,79401
Blue Cross and Blue Shield of Texas,756001989,ein,1669543401,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Lubbock Independent School District,Lubbock,TX,79401
